Disease,Symptoms,Severity
Hepatitis A,"dark urine,fatigue,abdominal pain,jaundice",High
Hepatitis A,"jaundice,fatigue,nausea,dark urine",High
Hepatitis A,"dark urine,vomiting,jaundice,abdominal pain,nausea,fatigue",High
Hepatitis A,"jaundice,fatigue,abdominal pain,dark urine",High
Hepatitis A,"fatigue,vomiting,jaundice,abdominal pain,dark urine",High
Hepatitis A,"vomiting,dark urine,jaundice,nausea",High
Hepatitis A,"jaundice,nausea,dark urine",High
Hepatitis A,"jaundice,fatigue,dark urine",High
Appendicitis,"loss of appetite,abdominal pain,nausea",High
Appendicitis,"abdominal pain,vomiting,loss of appetite,nausea",High
Appendicitis,"abdominal pain,vomiting,nausea,loss of appetite,fever",High
Appendicitis,"abdominal pain,vomiting,loss of appetite,nausea,fever",High
Appendicitis,"vomiting,abdominal pain,nausea",High
Appendicitis,"fever,loss of appetite,abdominal pain,vomiting,nausea",High
Appendicitis,"loss of appetite,nausea,abdominal pain",High
Appendicitis,"loss of appetite,abdominal pain,nausea",High
Appendicitis,"loss of appetite,nausea,fever,abdominal pain,vomiting",High
Appendicitis,"nausea,vomiting,abdominal pain",High
Appendicitis,"nausea,abdominal pain,vomiting",High
Appendicitis,"vomiting,nausea,abdominal pain",High
Appendicitis,"abdominal pain,fever,nausea",High
Appendicitis,"nausea,loss of appetite,vomiting,abdominal pain",High
Appendicitis,"nausea,loss of appetite,fever,abdominal pain,vomiting",High
Appendicitis,"abdominal pain,nausea,fever",High
Appendicitis,"vomiting,nausea,fever,abdominal pain",High
Appendicitis,"loss of appetite,abdominal pain,nausea,vomiting",High
Appendicitis,"vomiting,nausea,abdominal pain",High
Appendicitis,"vomiting,nausea,abdominal pain",High
Appendicitis,"abdominal pain,nausea,vomiting",High
Appendicitis,"nausea,abdominal pain,fever",High
Appendicitis,"nausea,abdominal pain,vomiting,fever",High
Appendicitis,"abdominal pain,nausea,vomiting,fever,loss of appetite",High
Appendicitis,"vomiting,fever,nausea,loss of appetite,abdominal pain",High
Appendicitis,"loss of appetite,fever,vomiting,nausea,abdominal pain",High
Appendicitis,"nausea,loss of appetite,abdominal pain",High
Appendicitis,"abdominal pain,nausea,fever",High
Appendicitis,"abdominal pain,fever,nausea",High
Appendicitis,"vomiting,nausea,abdominal pain,fever,loss of appetite",High
Appendicitis,"loss of appetite,fever,abdominal pain,nausea",High
Appendicitis,"fever,abdominal pain,nausea,vomiting",High
Appendicitis,"nausea,loss of appetite,vomiting,abdominal pain",High
Appendicitis,"nausea,abdominal pain,fever,loss of appetite,vomiting",High
Appendicitis,"nausea,fever,abdominal pain",High
Appendicitis,"abdominal pain,vomiting,nausea,loss of appetite,fever",High
Appendicitis,"fever,nausea,abdominal pain,vomiting",High
Appendicitis,"fever,nausea,loss of appetite,vomiting,abdominal pain",High
Appendicitis,"abdominal pain,fever,nausea,vomiting",High
Appendicitis,"fever,nausea,vomiting,loss of appetite,abdominal pain",High
Appendicitis,"nausea,vomiting,abdominal pain,fever",High
Appendicitis,"nausea,abdominal pain,vomiting",High
Appendicitis,"loss of appetite,nausea,abdominal pain",High
Appendicitis,"abdominal pain,vomiting,nausea",High
Appendicitis,"nausea,abdominal pain,vomiting,loss of appetite",High
Appendicitis,"vomiting,loss of appetite,fever,abdominal pain,nausea",High
Appendicitis,"vomiting,nausea,fever,abdominal pain,loss of appetite",High
Appendicitis,"loss of appetite,fever,vomiting,nausea,abdominal pain",High
Appendicitis,"loss of appetite,fever,nausea,abdominal pain,vomiting",High
Appendicitis,"fever,vomiting,nausea,loss of appetite,abdominal pain",High
Gastritis,"heartburn,abdominal pain,bloating,vomiting",Medium
Gastritis,"abdominal pain,heartburn,bloating",Medium
Gastritis,"heartburn,abdominal pain,nausea",Medium
Gastritis,"heartburn,vomiting,abdominal pain,bloating,loss of appetite",Medium
Gastritis,"vomiting,abdominal pain,loss of appetite,heartburn,nausea,bloating",Medium
Gastritis,"vomiting,abdominal pain,heartburn,nausea,bloating",Medium
Gastritis,"abdominal pain,nausea,heartburn,loss of appetite,bloating",Medium
Gastritis,"abdominal pain,loss of appetite,nausea,heartburn,bloating,vomiting",Medium
Gastritis,"abdominal pain,heartburn,loss of appetite,nausea,bloating,vomiting",Medium
Gastritis,"nausea,heartburn,abdominal pain",Medium
Gastritis,"abdominal pain,nausea,heartburn",Medium
Gastritis,"heartburn,abdominal pain,bloating",Medium
Gastritis,"bloating,loss of appetite,nausea,abdominal pain,heartburn",Medium
Gastritis,"loss of appetite,abdominal pain,heartburn,bloating,nausea",Medium
Gastritis,"loss of appetite,nausea,heartburn,bloating,vomiting,abdominal pain",Medium
Gastritis,"heartburn,loss of appetite,bloating,abdominal pain,vomiting",Medium
Gastritis,"heartburn,vomiting,abdominal pain",Medium
Gastritis,"heartburn,bloating,abdominal pain",Medium
Gastritis,"loss of appetite,heartburn,abdominal pain",Medium
Gastritis,"abdominal pain,nausea,vomiting,loss of appetite,bloating,heartburn",Medium
Gastritis,"nausea,bloating,loss of appetite,abdominal pain,vomiting,heartburn",Medium
Gastritis,"loss of appetite,bloating,abdominal pain,vomiting,heartburn",Medium
Gastritis,"abdominal pain,nausea,heartburn",Medium
Gastritis,"bloating,heartburn,abdominal pain",Medium
Gastritis,"abdominal pain,loss of appetite,nausea,heartburn",Medium
Gastritis,"vomiting,nausea,heartburn,loss of appetite,abdominal pain",Medium
Gastritis,"heartburn,bloating,vomiting,abdominal pain",Medium
Gastritis,"abdominal pain,nausea,vomiting,heartburn,loss of appetite,bloating",Medium
Gastritis,"vomiting,nausea,abdominal pain,heartburn,loss of appetite",Medium
Gastritis,"abdominal pain,vomiting,heartburn",Medium
Gastritis,"heartburn,loss of appetite,abdominal pain,bloating,vomiting,nausea",Medium
Gastritis,"heartburn,vomiting,bloating,nausea,abdominal pain",Medium
Gastritis,"abdominal pain,bloating,nausea,loss of appetite,heartburn",Medium
Gastritis,"bloating,vomiting,loss of appetite,heartburn,abdominal pain",Medium
Gastritis,"vomiting,abdominal pain,heartburn",Medium
Gastritis,"abdominal pain,nausea,loss of appetite,bloating,heartburn",Medium
Gastritis,"bloating,heartburn,abdominal pain",Medium
Gastritis,"bloating,heartburn,loss of appetite,abdominal pain,nausea,vomiting",Medium
Gastritis,"heartburn,bloating,loss of appetite,abdominal pain",Medium
Gastritis,"heartburn,bloating,abdominal pain",Medium
Gastritis,"abdominal pain,loss of appetite,heartburn",Medium
Gastritis,"loss of appetite,nausea,heartburn,vomiting,abdominal pain",Medium
Gastritis,"heartburn,vomiting,abdominal pain,bloating",Medium
Gastritis,"bloating,heartburn,vomiting,nausea,loss of appetite,abdominal pain",Medium
Gastritis,"loss of appetite,bloating,vomiting,heartburn,abdominal pain,nausea",Medium
Gastritis,"abdominal pain,nausea,heartburn,vomiting,loss of appetite",Medium
Gastritis,"heartburn,nausea,loss of appetite,abdominal pain",Medium
Gastritis,"bloating,heartburn,abdominal pain,loss of appetite",Medium
Gastritis,"nausea,abdominal pain,vomiting,bloating,loss of appetite,heartburn",Medium
Gastritis,"heartburn,nausea,vomiting,abdominal pain,loss of appetite",Medium
GERD,"difficulty swallowing,acid reflux,heartburn",Medium
GERD,"heartburn,acid reflux,sore throat",Medium
GERD,"acid reflux,difficulty swallowing,sore throat,heartburn",Medium
GERD,"heartburn,difficulty swallowing,acid reflux",Medium
GERD,"heartburn,sore throat,difficulty swallowing,acid reflux",Medium
GERD,"sore throat,heartburn,difficulty swallowing,acid reflux,chest pain",Medium
GERD,"heartburn,acid reflux,chest pain",Medium
GERD,"difficulty swallowing,acid reflux,chest pain,sore throat,heartburn",Medium
GERD,"heartburn,chest pain,acid reflux,sore throat",Medium
GERD,"difficulty swallowing,acid reflux,heartburn",Medium
GERD,"sore throat,acid reflux,chest pain,heartburn,difficulty swallowing",Medium
GERD,"chest pain,difficulty swallowing,acid reflux,heartburn",Medium
GERD,"difficulty swallowing,chest pain,heartburn,acid reflux",Medium
GERD,"chest pain,sore throat,acid reflux,heartburn,difficulty swallowing",Medium
GERD,"sore throat,acid reflux,heartburn",Medium
GERD,"acid reflux,heartburn,chest pain,difficulty swallowing,sore throat",Medium
GERD,"chest pain,heartburn,acid reflux",Medium
GERD,"sore throat,heartburn,chest pain,difficulty swallowing,acid reflux",Medium
GERD,"chest pain,heartburn,acid reflux,difficulty swallowing,sore throat",Medium
GERD,"difficulty swallowing,sore throat,heartburn,chest pain,acid reflux",Medium
GERD,"acid reflux,sore throat,heartburn,chest pain",Medium
GERD,"heartburn,sore throat,chest pain,acid reflux",Medium
GERD,"chest pain,heartburn,acid reflux",Medium
GERD,"sore throat,chest pain,acid reflux,heartburn",Medium
GERD,"acid reflux,heartburn,sore throat",Medium
GERD,"sore throat,heartburn,chest pain,acid reflux",Medium
GERD,"chest pain,sore throat,difficulty swallowing,heartburn,acid reflux",Medium
GERD,"heartburn,chest pain,acid reflux",Medium
GERD,"acid reflux,sore throat,heartburn,difficulty swallowing,chest pain",Medium
GERD,"acid reflux,heartburn,sore throat",Medium
GERD,"heartburn,acid reflux,difficulty swallowing",Medium
GERD,"sore throat,heartburn,chest pain,acid reflux",Medium
GERD,"heartburn,chest pain,acid reflux,difficulty swallowing,sore throat",Medium
GERD,"acid reflux,heartburn,sore throat",Medium
GERD,"difficulty swallowing,acid reflux,heartburn,chest pain",Medium
GERD,"difficulty swallowing,acid reflux,heartburn",Medium
GERD,"heartburn,sore throat,acid reflux",Medium
GERD,"heartburn,sore throat,acid reflux,difficulty swallowing,chest pain",Medium
GERD,"sore throat,acid reflux,heartburn",Medium
GERD,"acid reflux,chest pain,heartburn",Medium
GERD,"heartburn,chest pain,acid reflux,sore throat",Medium
GERD,"heartburn,chest pain,acid reflux",Medium
GERD,"sore throat,heartburn,difficulty swallowing,acid reflux",Medium
GERD,"chest pain,heartburn,acid reflux",Medium
GERD,"chest pain,acid reflux,heartburn,sore throat",Medium
GERD,"heartburn,chest pain,sore throat,acid reflux",Medium
GERD,"acid reflux,sore throat,heartburn",Medium
GERD,"chest pain,sore throat,acid reflux,difficulty swallowing,heartburn",Medium
GERD,"heartburn,acid reflux,chest pain",Medium
GERD,"difficulty swallowing,acid reflux,heartburn,sore throat",Medium
Peptic Ulcer,"heartburn,abdominal pain,bloating,black stool",High
Peptic Ulcer,"black stool,vomiting,abdominal pain",High
Peptic Ulcer,"abdominal pain,heartburn,vomiting,black stool",High
Peptic Ulcer,"abdominal pain,black stool,nausea",High
Peptic Ulcer,"bloating,abdominal pain,nausea,black stool,vomiting",High
Peptic Ulcer,"heartburn,vomiting,nausea,black stool,abdominal pain,bloating",High
Peptic Ulcer,"abdominal pain,vomiting,heartburn,bloating,nausea,black stool",High
Peptic Ulcer,"black stool,abdominal pain,vomiting",High
Peptic Ulcer,"black stool,bloating,nausea,abdominal pain",High
Peptic Ulcer,"black stool,vomiting,bloating,abdominal pain",High
Peptic Ulcer,"heartburn,nausea,black stool,bloating,abdominal pain,vomiting",High
Peptic Ulcer,"heartburn,vomiting,black stool,nausea,abdominal pain",High
Peptic Ulcer,"heartburn,black stool,abdominal pain,bloating,vomiting",High
Peptic Ulcer,"abdominal pain,black stool,heartburn",High
Peptic Ulcer,"vomiting,black stool,abdominal pain,nausea",High
Peptic Ulcer,"bloating,abdominal pain,vomiting,black stool,nausea",High
Peptic Ulcer,"vomiting,bloating,black stool,abdominal pain",High
Peptic Ulcer,"nausea,abdominal pain,black stool",High
Peptic Ulcer,"abdominal pain,bloating,black stool,vomiting",High
Peptic Ulcer,"heartburn,nausea,black stool,abdominal pain",High
Peptic Ulcer,"nausea,black stool,abdominal pain",High
Peptic Ulcer,"abdominal pain,nausea,bloating,heartburn,black stool,vomiting",High
Peptic Ulcer,"black stool,abdominal pain,bloating,nausea,heartburn,vomiting",High
Peptic Ulcer,"abdominal pain,vomiting,bloating,heartburn,black stool",High
Peptic Ulcer,"black stool,bloating,abdominal pain,vomiting",High
Peptic Ulcer,"abdominal pain,vomiting,heartburn,black stool,bloating",High
Peptic Ulcer,"heartburn,nausea,black stool,bloating,abdominal pain",High
Peptic Ulcer,"heartburn,black stool,abdominal pain",High
Peptic Ulcer,"vomiting,abdominal pain,black stool,nausea",High
Peptic Ulcer,"bloating,black stool,abdominal pain",High
Peptic Ulcer,"bloating,black stool,heartburn,abdominal pain",High
Peptic Ulcer,"black stool,vomiting,abdominal pain,nausea,bloating",High
Peptic Ulcer,"black stool,abdominal pain,bloating",High
Peptic Ulcer,"bloating,abdominal pain,black stool",High
Peptic Ulcer,"abdominal pain,black stool,vomiting,bloating,heartburn",High
Peptic Ulcer,"black stool,vomiting,heartburn,bloating,nausea,abdominal pain",High
Peptic Ulcer,"abdominal pain,black stool,vomiting",High
Peptic Ulcer,"black stool,bloating,vomiting,abdominal pain",High
Peptic Ulcer,"abdominal pain,bloating,nausea,black stool,heartburn",High
Peptic Ulcer,"black stool,vomiting,bloating,abdominal pain",High
Peptic Ulcer,"bloating,abdominal pain,heartburn,nausea,vomiting,black stool",High
Peptic Ulcer,"abdominal pain,nausea,heartburn,black stool",High
Peptic Ulcer,"black stool,nausea,abdominal pain,bloating,vomiting",High
Peptic Ulcer,"bloating,black stool,heartburn,abdominal pain,nausea",High
Peptic Ulcer,"abdominal pain,black stool,nausea,bloating,vomiting,heartburn",High
Peptic Ulcer,"bloating,abdominal pain,black stool",High
Peptic Ulcer,"black stool,heartburn,vomiting,abdominal pain,nausea,bloating",High
Peptic Ulcer,"abdominal pain,vomiting,black stool",High
Peptic Ulcer,"black stool,heartburn,abdominal pain",High
Peptic Ulcer,"vomiting,black stool,abdominal pain",High
Food Poisoning,"diarrhea,fever,nausea,vomiting,dehydration,abdominal pain",Medium
Food Poisoning,"dehydration,abdominal pain,diarrhea,vomiting",Medium
Food Poisoning,"diarrhea,fever,abdominal pain,dehydration,vomiting,nausea",Medium
Food Poisoning,"nausea,diarrhea,abdominal pain,vomiting",Medium
Food Poisoning,"diarrhea,dehydration,fever,vomiting,abdominal pain",Medium
Food Poisoning,"fever,vomiting,diarrhea,dehydration,abdominal pain",Medium
Food Poisoning,"vomiting,fever,nausea,diarrhea,abdominal pain,dehydration",Medium
Food Poisoning,"nausea,abdominal pain,vomiting,diarrhea",Medium
Food Poisoning,"fever,nausea,vomiting,diarrhea,abdominal pain,dehydration",Medium
Food Poisoning,"diarrhea,abdominal pain,fever,vomiting",Medium
Food Poisoning,"vomiting,fever,dehydration,abdominal pain,diarrhea",Medium
Food Poisoning,"abdominal pain,nausea,diarrhea,vomiting,dehydration,fever",Medium
Food Poisoning,"abdominal pain,dehydration,vomiting,nausea,diarrhea",Medium
Food Poisoning,"diarrhea,dehydration,fever,abdominal pain,nausea,vomiting",Medium
Food Poisoning,"diarrhea,dehydration,vomiting,nausea,abdominal pain,fever",Medium
Food Poisoning,"vomiting,dehydration,diarrhea,abdominal pain",Medium
Food Poisoning,"vomiting,nausea,fever,dehydration,diarrhea,abdominal pain",Medium
Food Poisoning,"abdominal pain,dehydration,vomiting,fever,diarrhea",Medium
Food Poisoning,"nausea,dehydration,fever,diarrhea,abdominal pain,vomiting",Medium
Food Poisoning,"abdominal pain,vomiting,diarrhea,fever",Medium
Food Poisoning,"vomiting,diarrhea,abdominal pain,dehydration",Medium
Food Poisoning,"abdominal pain,dehydration,fever,vomiting,diarrhea",Medium
Food Poisoning,"abdominal pain,diarrhea,vomiting,nausea,dehydration",Medium
Food Poisoning,"diarrhea,fever,dehydration,nausea,vomiting,abdominal pain",Medium
Food Poisoning,"nausea,fever,abdominal pain,vomiting,diarrhea",Medium
Food Poisoning,"diarrhea,abdominal pain,nausea,vomiting",Medium
Food Poisoning,"dehydration,vomiting,nausea,abdominal pain,diarrhea",Medium
Food Poisoning,"abdominal pain,diarrhea,fever,vomiting,dehydration",Medium
Food Poisoning,"vomiting,diarrhea,abdominal pain,dehydration",Medium
